Oyuncu,Takim,Ana_Mevki,Yas,Piyasa_Degeri_Euro,Gol,Asist,Gol_Beklentisi_xG,Mac_Sayisi,Oynadigi_Sure_Dk,Uyruk,Genel_Pozisyon,Lig,Ilk_11,90_Dk_Sayisi,Skor_Katkisi,Penaltisiz_Gol,Penalti_Gol,Penalti_Kullanimi,Sari_Kart,Kirmizi_Kart,Penaltisiz_Gol_Beklentisi_npxG,Asist_Beklentisi_xAG,Penaltisiz_Toplam_Beklenti,Top_Surme_Mesafe,Ileri_Pas_Sayisi,Ileri_Pas_Alma,Mac_Basi_Gol,Mac_Basi_Asist,Mac_Basi_Skor_Katkisi,Mac_Basi_Penaltisiz_Gol,Mac_Basi_Penaltisiz_Skor,Mac_Basi_xG,Mac_Basi_Asist_Beklentisi,Mac_Basi_Toplam_Beklenti,Mac_Basi_Penaltisiz_xG,Mac_Basi_Penaltisiz_Toplam_Beklenti,Boy_m,Ayak,Yas_Detay,Top_Calma_Toplam,Kazanilan_Top_Calma,Top_Calma_Defans_Bolgesi,Top_Calma_Orta_Saha,Top_Calma_Hucum_Bolgesi,Dribbling_Kesme,Calim_Yeme,Blok_Toplam,Sut_Blogu,Pas_Blogu,Pas_Arasi,Uzaklastirma,Hata_Gol_Yediren
Lautaro Martinez,Internazionale,Santrafor,28.0,85000000.0,8.0,3.0,7.2,15.0,1137.0,ARG,FW,Serie A (ITA),14.0,12.6,11.0,8.0,0.0,0.0,2.0,0.0,7.2,1.9,9.1,12.0,32.0,89.0,0.63,0.24,0.87,0.63,0.87,0.57,0.15,0.72,0.57,0.72,1.74,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,Internazionale,Stoper,30.0,22000000.0,0.0,0.0,0.4,13.0,1170.0,SUI,DF,Serie A (ITA),13.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.2,0.6,14.0,61.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,1.88,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakan Calhanoglu,Internazionale,On Libero,31.0,25000000.0,6.0,1.0,3.5,12.0,951.0,TUR,MF,Serie A (ITA),12.0,10.6,7.0,4.0,2.0,3.0,2.0,0.0,1.2,1.6,2.7,22.0,84.0,24.0,0.57,0.09,0.66,0.38,0.47,0.33,0.15,0.48,0.11,0.26,1.78,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Dimarco,Internazionale,Sol Bek,28.0,50000000.0,2.0,5.0,1.1,14.0,1046.0,ITA,DF,Serie A (ITA),11.0,11.6,7.0,2.0,0.0,0.0,1.0,0.0,1.1,5.4,6.4,20.0,60.0,104.0,0.17,0.43,0.6,0.17,0.6,0.09,0.46,0.55,0.09,0.55,1.75,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Acerbi,Internazionale,Stoper,37.0,3000000.0,0.0,1.0,0.4,10.0,863.0,ITA,DF,Serie A (ITA),10.0,9.6,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,6.0,34.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.04,0.08,0.04,0.08,1.92,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petar Sucic,Internazionale,Merkez Orta Saha,22.0,20000000.0,1.0,2.0,0.6,14.0,753.0,CRO,MF,Serie A (ITA),9.0,8.4,3.0,1.0,0.0,0.0,3.0,0.0,0.6,1.0,1.6,22.0,67.0,53.0,0.12,0.24,0.36,0.12,0.36,0.07,0.12,0.19,0.07,0.19,1.83,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel Dumfries,Internazionale,Sag Bek,29.0,35000000.0,1.0,0.0,1.5,11.0,719.0,NED,DF,Serie A (ITA),9.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.0,2.4,13.0,17.0,66.0,0.13,0.0,0.13,0.13,0.13,0.18,0.12,0.3,0.18,0.3,1.88,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thuram,Internazionale,Santrafor,28.0,75000000.0,4.0,1.0,3.1,10.0,641.0,FRA,FW,Serie A (ITA),8.0,7.1,5.0,4.0,0.0,0.0,0.0,0.0,3.1,1.5,4.6,24.0,11.0,68.0,0.56,0.14,0.7,0.56,0.7,0.44,0.21,0.65,0.44,0.65,1.92,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Augusto,Internazionale,Sol Bek,26.0,26000000.0,1.0,1.0,0.7,14.0,580.0,BRA,DF,Serie A (ITA),6.0,6.4,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.3,1.0,15.0,26.0,35.0,0.16,0.16,0.31,0.16,0.31,0.11,0.04,0.15,0.11,0.15,1.84,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrikh Mkhitaryan,Internazionale,Merkez Orta Saha,36.0,4000000.0,0.0,0.0,1.1,9.0,519.0,ARM,MF,Serie A (ITA),6.0,5.8,0.0,0.0,0.0,0.0,2.0,0.0,1.1,0.2,1.2,17.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.22,0.18,0.22,1.77,Cift ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Henrique,Internazionale,Orta Saha Sag,24.0,25000000.0,0.0,1.0,0.2,10.0,447.0,BRA,DF,Serie A (ITA),5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.9,11.0,17.0,25.0,0.0,0.2,0.2,0.0,0.2,0.04,0.14,0.18,0.04,0.18,1.81,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ange-Yoan Bonny,Internazionale,Santrafor,22.0,23000000.0,4.0,3.0,1.8,12.0,437.0,FRA,FW,Serie A (ITA),5.0,4.9,7.0,4.0,0.0,0.0,0.0,0.0,1.8,1.8,3.5,10.0,12.0,42.0,0.82,0.62,1.44,0.82,1.44,0.36,0.37,0.73,0.36,0.73,1.89,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,Internazionale,Merkez Orta Saha,31.0,10000000.0,1.0,1.0,0.3,12.0,427.0,POL,MF,Serie A (ITA),3.0,4.7,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,12.0,30.0,13.0,0.21,0.21,0.42,0.21,0.42,0.06,0.03,0.09,0.06,0.09,1.8,Cift ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan de Vrij,Internazionale,Stoper,33.0,5000000.0,0.0,0.0,0.1,3.0,181.0,NED,DF,Serie A (ITA),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,1.89,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Frattesi,Internazionale,Merkez Orta Saha,26.0,35000000.0,0.0,0.0,0.9,8.0,205.0,ITA,MF,Serie A (ITA),1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,1.2,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.4,0.12,0.52,0.4,0.52,1.78,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Pavard,Internazionale,Stoper,29.0,20000000.0,0.0,0.0,0.0,1.0,90.0,FRA,DF,Serie A (ITA),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,1.86,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Diouf,Internazionale,Merkez Orta Saha,22.0,18000000.0,0.0,0.0,0.0,6.0,71.0,FRA,MF,Serie A (ITA),0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.75,0.77,0.02,0.77,1.87,Sol ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,Internazionale,Sag Bek,36.0,2500000.0,0.0,0.0,0.0,1.0,14.0,ITA,DF,Serie A (ITA),0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,Sag ayak,Veri Yok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Modric,Milan,Merkez Orta Saha,40.0,4000000.0,1.0,2.0,0.4,0.0,1323.0,CRO,MF,Serie A (ITA),15.0,14.7,3.0,1.0,0.0,0.0,2.0,0.0,0.4,1.9,2.3,21.0,130.0,13.0,0.07,0.14,0.2,0.07,0.2,0.03,0.13,0.16,0.03,0.16,1.72,Sag ayak,40-099,25.0,14.0,15.0,9.0,1.0,13.0,12.0,12.0,6.0,6.0,21.0,22.0,3.0
Matteo Gabbia,Milan,Stoper,26.0,16000000.0,0.0,0.0,0.4,0.0,1319.0,ITA,DF,Serie A (ITA),15.0,14.7,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.1,0.5,6.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.85,Sag ayak,26-057,6.0,6.0,2.0,4.0,0.0,2.0,1.0,9.0,8.0,1.0,7.0,90.0,0.0
Alexis Saelemaekers,Milan,Orta Saha Sag,26.0,20000000.0,2.0,2.0,2.0,0.0,1304.0,BEL,DF,Serie A (ITA),15.0,14.5,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.3,3.3,46.0,50.0,108.0,0.14,0.14,0.28,0.14,0.28,0.14,0.09,0.23,0.14,0.23,1.8,Sag ayak,26-173,37.0,23.0,20.0,10.0,7.0,19.0,10.0,12.0,2.0,10.0,12.0,17.0,0.0
Strahinja Pavlovic,Milan,Stoper,24.0,18000000.0,2.0,1.0,1.8,0.0,1282.0,SRB,DF,Serie A (ITA),15.0,14.2,3.0,2.0,0.0,0.0,1.0,0.0,1.8,0.5,2.3,27.0,63.0,16.0,0.14,0.07,0.21,0.14,0.21,0.13,0.03,0.16,0.13,0.16,1.94,Sol ayak,24-207,20.0,12.0,14.0,4.0,2.0,14.0,3.0,14.0,8.0,6.0,5.0,61.0,1.0
Youssouf Fofana,Milan,On Libero,26.0,30000000.0,1.0,1.0,2.1,0.0,1043.0,FRA,MF,Serie A (ITA),13.0,11.6,2.0,1.0,0.0,0.0,3.0,0.0,2.1,1.4,3.4,19.0,35.0,41.0,0.09,0.09,0.17,0.09,0.17,0.18,0.12,0.29,0.18,0.29,1.85,Sag ayak,26-341,20.0,8.0,10.0,5.0,5.0,8.0,7.0,12.0,1.0,11.0,5.0,10.0,0.0
Fikayo Tomori,Milan,Stoper,27.0,20000000.0,0.0,2.0,0.4,0.0,1044.0,ENG,DF,Serie A (ITA),12.0,11.6,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.7,1.2,4.0,42.0,16.0,0.0,0.17,0.17,0.0,0.17,0.04,0.06,0.1,0.04,0.1,1.85,Sag ayak,27-363,29.0,18.0,20.0,8.0,1.0,16.0,5.0,13.0,8.0,5.0,14.0,53.0,0.0
Davide Bartesaghi,Milan,Sol Bek,19.0,3000000.0,2.0,0.0,0.6,0.0,822.0,ITA,DF,Serie A (ITA),9.0,9.1,2.0,2.0,0.0,0.0,1.0,0.0,0.6,1.4,2.0,14.0,17.0,74.0,0.22,0.0,0.22,0.22,0.22,0.06,0.16,0.22,0.06,0.22,1.93,Sol ayak,19-353,15.0,11.0,8.0,4.0,3.0,11.0,5.0,11.0,3.0,8.0,4.0,21.0,1.0
Adrien Rabiot,Milan,Merkez Orta Saha,30.0,20000000.0,1.0,1.0,0.9,0.0,720.0,FRA,MF,Serie A (ITA),8.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.2,1.1,23.0,45.0,30.0,0.12,0.12,0.25,0.12,0.25,0.11,0.03,0.14,0.11,0.14,1.91,Sol ayak,30-258,14.0,8.0,7.0,5.0,2.0,9.0,8.0,7.0,1.0,6.0,3.0,14.0,1.0
Rafael Leao,Milan,Sol Kanat,26.0,70000000.0,5.0,1.0,4.1,0.0,658.0,POR,FW,Serie A (ITA),8.0,7.3,6.0,3.0,2.0,2.0,1.0,0.0,2.5,2.1,4.6,21.0,19.0,41.0,0.68,0.14,0.82,0.41,0.55,0.56,0.29,0.85,0.35,0.64,1.88,Sag ayak,26-190,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0
Santiago Gimenez,Milan,Santrafor,24.0,25000000.0,0.0,0.0,2.8,0.0,621.0,MEX,FW,Serie A (ITA),8.0,6.9,0.0,0.0,0.0,0.0,1.0,0.0,2.8,0.1,3.0,6.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.41,0.02,0.43,0.41,0.43,1.83,Sol ayak,24-243,5.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
Christian Pulisic,Milan,Sag Kanat,27.0,60000000.0,7.0,2.0,3.5,0.0,518.0,USA,FW,Serie A (ITA),6.0,5.8,9.0,7.0,0.0,1.0,0.0,0.0,2.7,2.1,4.7,17.0,30.0,45.0,1.22,0.35,1.56,1.22,1.56,0.6,0.36,0.96,0.47,0.82,1.77,Sag ayak,27-090,6.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,3.0,6.0,0.0
Pervis Estupinan,Milan,Sol Bek,27.0,22000000.0,0.0,1.0,0.1,0.0,444.0,ECU,DF,Serie A (ITA),6.0,4.9,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.8,0.9,5.0,18.0,22.0,0.0,0.2,0.2,0.0,0.2,0.02,0.16,0.18,0.02,0.18,1.75,Sol ayak,27-330,4.0,4.0,4.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,6.0,8.0,1.0
Samuele Ricci,Milan,On Libero,24.0,25000000.0,1.0,2.0,1.5,0.0,593.0,ITA,MF,Serie A (ITA),5.0,6.6,3.0,1.0,0.0,0.0,1.0,0.0,1.5,0.7,2.2,11.0,33.0,19.0,0.15,0.3,0.46,0.15,0.46,0.23,0.11,0.34,0.23,0.34,1.81,Sag ayak,24-118,7.0,7.0,4.0,2.0,1.0,3.0,1.0,6.0,2.0,4.0,2.0,16.0,1.0
Ruben Loftus-Cheek,Milan,Merkez Orta Saha,29.0,10000000.0,1.0,1.0,1.6,0.0,574.0,ENG,MF,Serie A (ITA),5.0,6.4,2.0,1.0,0.0,0.0,1.0,0.0,1.6,0.8,2.4,26.0,27.0,44.0,0.16,0.16,0.31,0.16,0.31,0.24,0.13,0.37,0.24,0.37,1.91,Sag ayak,29-328,5.0,2.0,3.0,2.0,0.0,1.0,1.0,5.0,1.0,4.0,0.0,11.0,0.0
Christopher Nkunku,Milan,Santrafor,28.0,35000000.0,0.0,2.0,1.8,0.0,528.0,FRA,FW,Serie A (ITA),5.0,5.9,2.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4,2.1,3.0,15.0,45.0,0.0,0.34,0.34,0.0,0.34,0.3,0.06,0.36,0.3,0.36,1.77,Sag ayak,28-033,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0
Koni De Winter,Milan,Stoper,23.0,22000000.0,0.0,0.0,0.1,0.0,377.0,BEL,DF,Serie A (ITA),3.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,9.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,1.91,Sag ayak,23-188,4.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,26.0,1.0
Zachary Athekame,Milan,Sag Bek,21.0,8000000.0,1.0,0.0,0.0,0.0,113.0,SUI,DF,Serie A (ITA),1.0,1.3,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,0.8,0.0,0.8,0.8,0.8,0.03,0.0,0.03,0.03,0.03,1.81,Sag ayak,21-004,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
Yunus Musah,Milan,Merkez Orta Saha,23.0,20000000.0,0.0,0.0,0.0,0.0,90.0,USA,DF,Serie A (ITA),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,1.78,Sag ayak,23-018,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Alex Jimenez,Milan,Sag Bek,20.0,18000000.0,0.0,0.0,0.0,0.0,45.0,ESP,DF,Serie A (ITA),0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,1.77,Sag ayak,20-223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Samuel Chukwueze,Milan,Sag Kanat,26.0,10000000.0,0.0,0.0,0.0,0.0,26.0,NGA,FW,Serie A (ITA),0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,Sol ayak,26-209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ardon Jashari,Milan,On Libero,23.0,32000000.0,0.0,0.0,0.0,0.0,17.0,SUI,MF,Serie A (ITA),0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1.81,Sol ayak,23-140,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,Napoli,Sag Bek,32.0,12000000.0,0.0,1.0,1.2,15.0,1350.0,ITA,DF,Serie A (ITA),15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.5,2.7,18.0,81.0,76.0,0.0,0.07,0.07,0.0,0.07,0.08,0.1,0.18,0.08,0.18,1.83,Sag ayak,32-135,34.0,20.0,14.0,16.0,4.0,18.0,9.0,16.0,3.0,13.0,5.0,27.0,1.0
Scott McTominay,Napoli,Merkez Orta Saha,29.0,50000000.0,2.0,2.0,3.4,14.0,1171.0,SCO,MF,Serie A (ITA),13.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,3.4,0.6,4.0,15.0,34.0,58.0,0.15,0.15,0.31,0.15,0.31,0.26,0.05,0.31,0.26,0.31,1.91,Sag ayak,29-009,13.0,5.0,5.0,5.0,3.0,4.0,5.0,13.0,5.0,8.0,11.0,23.0,1.0
Alessandro Buongiorno,Napoli,Stoper,26.0,50000000.0,0.0,1.0,0.6,12.0,910.0,ITA,DF,Serie A (ITA),10.0,10.1,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.1,0.7,9.0,36.0,1.0,0.0,0.1,0.1,0.0,0.1,0.06,0.01,0.07,0.06,0.07,1.9,Sol ayak,26-194,9.0,8.0,5.0,2.0,2.0,3.0,5.0,7.0,3.0,4.0,14.0,44.0,0.0
Matteo Politano,Napoli,Sag Kanat,32.0,10000000.0,0.0,1.0,1.2,15.0,842.0,ITA,MF,Serie A (ITA),10.0,9.4,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.8,3.0,55.0,23.0,83.0,0.0,0.11,0.11,0.0,0.11,0.13,0.19,0.32,0.13,0.32,1.71,Sol ayak,32-136,11.0,8.0,2.0,6.0,3.0,4.0,4.0,7.0,1.0,6.0,3.0,9.0,0.0
Rasmus Højlund,Napoli,Santrafor,22.0,45000000.0,4.0,2.0,3.2,11.0,840.0,DEN,FW,Serie A (ITA),10.0,9.3,6.0,4.0,0.0,0.0,1.0,0.0,3.2,1.7,4.9,15.0,15.0,55.0,0.43,0.21,0.64,0.43,0.64,0.34,0.18,0.52,0.34,0.52,1.91,Sol ayak,22-316,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0
David Neres,Napoli,Sag Kanat,28.0,24000000.0,3.0,3.0,1.4,13.0,749.0,BRA,FW,Serie A (ITA),8.0,8.3,6.0,3.0,0.0,0.0,2.0,0.0,1.4,2.2,3.6,36.0,22.0,73.0,0.36,0.36,0.72,0.36,0.72,0.16,0.27,0.43,0.16,0.43,1.76,Sol ayak,28-289,10.0,5.0,2.0,4.0,4.0,2.0,1.0,12.0,3.0,9.0,1.0,2.0,0.0
Stanislav Lobotka,Napoli,On Libero,31.0,25000000.0,0.0,1.0,0.0,11.0,729.0,SVK,MF,Serie A (ITA),8.0,8.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,7.0,43.0,7.0,0.0,0.12,0.12,0.0,0.12,0.0,0.05,0.05,0.0,0.05,1.68,Sag ayak,31-022,10.0,6.0,4.0,5.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,7.0,0.0
Amir Rrahmani,Napoli,Stoper,31.0,12000000.0,0.0,0.0,0.3,8.0,693.0,KVX,DF,Serie A (ITA),8.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,1.92,Sag ayak,31-296,12.0,6.0,6.0,5.0,1.0,5.0,1.0,7.0,5.0,2.0,9.0,34.0,0.0
Sam Beukema,Napoli,Stoper,27.0,28000000.0,1.0,0.0,1.1,9.0,691.0,NED,DF,Serie A (ITA),8.0,7.7,1.0,1.0,0.0,0.0,2.0,0.0,1.1,0.0,1.1,4.0,39.0,5.0,0.13,0.0,0.13,0.13,0.13,0.14,0.01,0.14,0.14,0.14,1.88,Sag ayak,27-030,9.0,7.0,4.0,5.0,0.0,5.0,2.0,9.0,8.0,1.0,8.0,29.0,1.0
Leonardo Spinazzola,Napoli,Sol Bek,32.0,3500000.0,1.0,2.0,0.2,11.0,637.0,ITA,DF,Serie A (ITA),7.0,7.1,3.0,1.0,0.0,0.0,1.0,0.0,0.2,1.2,1.5,30.0,25.0,31.0,0.14,0.28,0.42,0.14,0.42,0.03,0.18,0.21,0.03,0.21,1.86,Sag ayak,32-267,7.0,3.0,2.0,5.0,0.0,4.0,3.0,6.0,2.0,4.0,4.0,8.0,1.0
Juan Jesus,Napoli,Stoper,34.0,1500000.0,0.0,0.0,0.1,10.0,630.0,BRA,DF,Serie A (ITA),7.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.85,Sol ayak,34-190,14.0,9.0,9.0,5.0,0.0,8.0,3.0,6.0,2.0,4.0,10.0,26.0,0.0
Kevin De Bruyne,Napoli,On Numara,34.0,20000000.0,4.0,0.0,3.3,8.0,566.0,BEL,MF,Serie A (ITA),7.0,6.3,4.0,1.0,3.0,3.0,1.0,0.0,0.9,1.5,2.4,17.0,43.0,33.0,0.64,0.0,0.64,0.16,0.16,0.52,0.23,0.75,0.15,0.38,1.81,Sag ayak,34-172,5.0,4.0,1.0,2.0,2.0,0.0,9.0,2.0,0.0,2.0,5.0,0.0,0.0
Mathias Olivera,Napoli,Sol Bek,28.0,20000000.0,0.0,0.0,1.0,11.0,534.0,URU,DF,Serie A (ITA),6.0,5.9,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,1.85,Sol ayak,28-047,16.0,10.0,11.0,5.0,0.0,8.0,1.0,4.0,0.0,4.0,6.0,6.0,0.0
Elif Elmas,Napoli,On Numara,26.0,14000000.0,0.0,0.0,0.8,12.0,524.0,MKD,MF,Serie A (ITA),5.0,5.8,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.2,1.1,8.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,1.84,Sag ayak,26-084,11.0,6.0,2.0,6.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,6.0,0.0
Noa Lang,Napoli,Sol Kanat,26.0,25000000.0,1.0,0.0,0.7,12.0,442.0,NED,FW,Serie A (ITA),5.0,4.9,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.5,1.2,19.0,27.0,42.0,0.2,0.0,0.2,0.2,0.2,0.14,0.1,0.23,0.14,0.23,1.7,Sag ayak,26-183,10.0,6.0,1.0,5.0,4.0,2.0,0.0,5.0,0.0,5.0,1.0,1.0,0.0
Billy Gilmour,Napoli,On Libero,24.0,20000000.0,1.0,0.0,0.3,9.0,413.0,SCO,MF,Serie A (ITA),5.0,4.6,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,7.0,45.0,8.0,0.22,0.0,0.22,0.22,0.22,0.07,0.06,0.13,0.07,0.13,1.7,Sag ayak,24-189,9.0,2.0,6.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,7.0,5.0,0.0
Lorenzo Lucca,Napoli,Santrafor,25.0,30000000.0,1.0,0.0,1.5,13.0,390.0,ITA,FW,Serie A (ITA),4.0,4.3,1.0,1.0,0.0,0.0,1.0,0.0,1.5,0.6,2.1,7.0,4.0,30.0,0.23,0.0,0.23,0.23,0.23,0.35,0.14,0.49,0.35,0.49,2.01,Sag ayak,25-098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Miguel Gutierrez,Napoli,Sol Bek,24.0,20000000.0,0.0,0.0,0.1,8.0,304.0,ESP,DF,Serie A (ITA),3.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,5.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.11,0.03,0.11,1.8,Sol ayak,24-143,7.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0
